username,comment,time,labeling,kategori
@laadera7,ko nama nya sama kaya aku sih,10-Feb-22,0,Not Bully
@nnayyyu,WOIII SADAR PACARAN ITU HARAMM INGET DUNIA DAH TUA!!!!!!CEPAT TOBAT!!!!!,10-Feb-22,0,Not Bully
@ryannn21__,komen nya si paling tau hubungan mereka :v ga usah sotoy kalo blm tau yang bener,10-Feb-22,0,Not Bully
@rau.dia,saya kira kemarin pacar nya sekarang istrinya sumpah salah dugaan,10-Feb-22,0,Not Bully
@sepelepoll06,kegedean aku mas,10-Feb-22,0,Not Bully
@febrian172000,"ah lucu banget, mau juga langgeng kaya orang orang bisa lama gitu",10-Feb-22,0,Not Bully
@vidasinagaaaaaa,Langgeng kaliannnnnnnn,10-Feb-22,0,Not Bully
@daniar98950,kirain skrng jadi istrinya,28-Jan-24,0,Not Bully
@shi_zenn,oh kirain jadi istrinya,11-Feb-22,0,Not Bully
@janedwstyy,gw akan kembali di 2023,10-Feb-22,0,Not Bully
@farhannfz,"buat mbak nya jangan cari cowok yang ganteng ,yang ganteng tu sangat sangat menyakitkan :(",10-Feb-22,0,Not Bully
@crystalcoree_,awas ini kalau cuman popularitas,10-Feb-22,0,Not Bully
@nndndaaa,males debat ama lu pantes lu banyak omong ternyata cari perhatian,10-Feb-22,1,Bully Ringan
@korbanghoting_0,"awas MBAK kadang cowok kek gitu suka manfaatin, kek gua",10-Feb-22,1,Bully Ringan
@bntngg26_,Bukan gua,10-Feb-22,0,Not Bully
@windiyesimanullang,nitip sendal dulu ya kabarin ya kalo udah rame,10-Feb-22,0,Not Bully
@xylan255,langgeng ya kak,10-Feb-22,0,Not Bully
@ayuu_.12,lebih baik dicintai dari pada mencintai. langgeng ya kak,12-Feb-22,0,Not Bully
@jefriyanda.12,kalo udah nikah baru gue percaya,12-Feb-22,0,Not Bully
@yantidakenaldiam,preett,13-Feb-22,0,Not Bully
@wulanjulia123,"banyak amat yang iri, bilang aja gabisa, aneh lo cowo",10-Feb-22,1,Bully Ringan
@duniabaru67,kapak gua dapat yang tulus,10-Feb-22,0,Not Bully
@wulanjulia123,semoga cpt nikah ya Aamiin,10-Feb-22,0,Not Bully
@duniabaru67,kaka ajak nge gym...,10-Feb-22,0,Not Bully
@just.itsvivx.exe,cantik de,11-Feb-22,0,Not Bully
@acaaa_115,kalau cewek udah nyaman sudah lah tidak mandang apapun,11-Feb-22,0,Not Bully
@borrr_06,haloo aku dari 2023,10-Feb-22,0,Not Bully
@fececcel,langgeng. terus mbak,10-Feb-22,0,Not Bully
@hari.i_,KK kok tidak cari yang lain,12-Feb-22,0,Not Bully
@yuu_lena,kenapa tidak di putusin,13-Feb-22,0,Not Bully
@hari.i_,wow sekali,13-Feb-22,0,Not Bully
@ukanowenn,beruntung banget,11-Feb-22,0,Not Bully
@rik_jualan,Vincent nama mantan gw…,11-Feb-22,0,Not Bully
@ukanowenn,gpp sederhana yang penting tulus ga suka nyakiti,11-Feb-22,0,Not Bully
@bilyyusjs12,keren sekali kamu,13-Feb-22,0,Not Bully
@oktaviuy,minimal cowonya tajir makanya cewe nya mau,10-Feb-22,1,Bully Ringan
@xyraa_08,prank minta putus buruuu!!!!,13-Feb-22,0,Not Bully
@imlonely933,kok mau lah kakak,10-Feb-22,0,Not Bully
@dafaa06_,cinta tidak selama nya indah kak,11-Feb-22,0,Not Bully
@reenn06,betul itu yaa,13-Feb-22,0,Not Bully
@ffida_fidutz,langgeng terus,10-Feb-22,0,Not Bully
@nizarlutfiansyah5,saling sayang tapi yang cewe suka bilang putus upss ‚,12-Feb-22,1,Bully Ringan
@nanda30lia,abang vincent hoki,11-Feb-22,0,Not Bully
@ajitt.tampan,kalo putus gw tandain muka lu,11-Feb-22,0,Not Bully
@verlianaamiyani,lucuuu,10-Feb-22,0,Not Bully
@annnaaaa_sfy,matre gak sih konsepnya,10-Feb-22,1,Bully Ringan
@jumaldin_,lagi nungguin mereka tunangan,10-Feb-22,0,Not Bully
@galihdwinugroho18,abang kelas aku ini mah.....smk sepang:),15-Feb-22,0,Not Bully
@raehannn,jodoh dan maut itu sudah ada yang ngatur kenapa kalian iri semua melihat orang bahagia,11-Feb-22,0,Not Bully
@mysa_y,inget ya kesepakatan kita,11-Feb-22,0,Not Bully
@jawarakembarr234,kerennn,10-Feb-22,0,Not Bully
@dwimanusiabiasa,tenarr,10-Feb-22,0,Not Bully
@wrmwt_,kak sadar kak kk tu cantik yang ganteng Masih bnyk,11-Feb-22,1,Bully Ringan
@zacking_l,Ingan kawan..mugen shukoyomi belom berakhir,24-Feb-22,1,Bully Ringan
@aiicnss2,coba jelasin kak alasan utama kamu sayang dia apa daripada dihujat terus kan kasian,13-Feb-22,0,Not Bully
@1onepercent,langgeng terus ya kak,10-Feb-22,0,Not Bully
@alben_22,ikut hadir lah…,10-Feb-22,0,Not Bully
@liuren246,hoki kau bang,10-Feb-22,0,Not Bully
@aldoo_uy,KOK MAU JIR,10-Feb-22,1,Bully Ringan
@ofcczraraww_,kawal sampai pelaminan,10-Feb-22,0,Not Bully
@nicaaajee,Lo tau kan bang dia roda 4 (matre),13-Feb-22,1,Bully Ringan
@fatihzl7978,we dukung sampek ke pelaminan,26-Apr-24,0,Not Bully
@safaafia,doakan saya biar langgeng sama yang sekarang woy‚,12-Feb-22,0,Not Bully
@bilaaeooo,susah cari cewe kek gini lah,11-Feb-22,0,Not Bully
@just.itsvivx.exe,tidak fyp tidak  makan,11-Feb-22,1,Bully Ringan
@nuriiii.i,"the real , ga mandang fisik",10-Feb-22,0,Not Bully
@perangin7,yang cowok cepet nikahin yang cewekanyaa takutt pergii duluannn,10-Feb-22,1,Bully Ringan
@spansi12,gue nungguin sekarang udah nikah…,10-Feb-22,0,Not Bully
@virnndwl,"komenannya pada tidak banget sumpah serba salah , ya biarin lah suka mba nya mau pacaran sama siapa aja ko lu pada ngurusin bngt hidup orang",10-Feb-22,0,Not Bully
@elisabethutagaol42,"Pada Napa sih masalahin amat, ya biarin lah dia yang pacaran ko netijen yang rempong,, jomblo ya haha‚‚",10-Feb-22,0,Not Bully
@frend087,pengeen aja ,15-Apr-22,0,Not Bully
@dini.2704,buat masnya jangan terlalu berharap aja haha,11-Apr-22,1,Bully Ringan
@fery_setiawan03,video ke 8995x ngebanggain cowo nya ‚ iya dah iya cowo lu paling segala gala nya dari semua orang‚,2-Apr-22,1,Bully Ringan
@firayoga20,cari cewe kayak mbak nya checkout nya dmn si?,13-Feb-22,0,Not Bully
@beccafvg,ada yang aman semuaaa,13-Feb-22,0,Not Bully
@raraputrinebapa,tak kira udah jdi istrinya sekarang,13-Feb-22,0,Not Bully
@bedesracing_,apa lah gua yang seperti ini,12-Feb-22,0,Not Bully
@indahkd__,merasa gagal,12-Feb-22,0,Not Bully
@crmels_,kak tutorial,11-Feb-22,0,Not Bully
@prilllll.u,segera tunangan,11-Feb-22,0,Not Bully
@rstsa87,Langgeng terus ya gausa dengerin kata netizen,11-Feb-22,0,Not Bully
@lamnilam002,haloo,11-Feb-22,0,Not Bully
@oh_aj11,nama cowo kita sama mba,10-Feb-22,0,Not Bully
@perahukertas145,kawal smpee nikah hahaha,10-Feb-22,0,Not Bully
@elsyyeee,ku kira skrg udah di lamar‚,10-Feb-22,0,Not Bully
@taufikatma,"tadi NYA KIRA KEMARIN JADI PACAR NYA,, SKRNG JD ISTRI SAH, DIKIRA GITU tadi, aneh",10-Feb-22,1,Bully Ringan
@mas_ilham42,sepatu yang di pake kk beli dimana‚­,10-Feb-22,0,Not Bully
@acaaa_115,semoga langgeng sampe nikah yaa,11-Feb-22,0,Not Bully
@mas_ilham42,kk tolong kasih tau aku rahasia nambah Berat badan dalam waktu cepat­­,11-Feb-22,1,Bully Ringan
@sze_jsu1,cocok,10-Feb-22,0,Not Bully
@404.pagesnotfound,kirain sekarang udah jadi istri‚,10-Feb-22,0,Not Bully
@shi_zenn,"‚‚‚ bahagia itu kita yang buat, bukan di buat sama bacotan orang yang iri……,,, tapi ada yang salah tapi gak tau salah nya dimana eh eh hehe‚",10-Feb-22,1,Bully Fatal
@imcutei2,apa oi,10-Feb-22,0,Not Bully
@rain.aileen_,langgeng ya,10-Feb-22,0,Not Bully
@ratihhennaart_asahan,pacaran sama yang ganteng dibilang numpang pansos sekali pacaran sama yang ginian dibilang mandang duit hadeh hadeh netizen mulut nya pedes banget si,10-Feb-22,0,Not Bully
@miikiwkiww,moga langgeng ya kaka,10-Feb-22,0,Not Bully
@breathescuttle02,semoga lekas menuju halal,10-Feb-22,0,Not Bully
@feripadly541,•: udah masuk cent ”: udah •: kok tidak ada rasanya ’”,10-Feb-22,1,Bully Ringan
@erzetpakez,"kok gw sering liat cowo ini di banyak vt ya , ada yang bisa jelasin ?­",10-Feb-22,0,Not Bully
@user261717777181992,sepinter pinter luh yang cantik+kaya itu idaman guru,10-Feb-22,0,Not Bully
@aiyoooooooo6,semua aman ajaa kak,10-Feb-22,0,Not Bully
@abg_riansayah,ntahlah bro,10-Feb-22,0,Not Bully
@_mybeeeeeeeee,"Untung ada mobil, lumayan lah untung",10-Feb-22,1,Bully Ringan
@tohariismail509,Langgeng terus kak,24-Sep-24,0,Not Bully
@adhy.adjh,yang cantik kaya mbaknya aja mau Ama kaya gitu lah gw udah jelek Mandang lagi ­,24-Apr-24,0,Not Bully
@acaaa_115,sabar bangeeettt aku pernah di bully gakuat baru beberapa bulan aku putusin,,0,Not Bully
@duniabaru67,nama soundnya apa ya,,0,Not Bully
@alexa_fa,ciluk  ba,,0,Not Bully
@arinda_terkalem,cepat nikahin bang keburu dia sadar,,1,Bully Ringan
@agrnnnn_,lh stress,,1,Bully Fatal
@hopefullyhappy00,ya dong,,0,Not Bully
@xxynanaaa_,"hanya berlaku bagi cewek, bukan bagi cowok ",,0,Not Bully
@nabilaabcdefg,mbak ini berlaku semuaa kalau pasangan MBAK tulus ke mbakk,,0,Not Bully
@ayu2825,aduh gw stalk masih bocil,2-Mar-24,0,Not Bully
@lauradesw,tapi emang gw nyatanya,15-Dec-23,0,Not Bully
@irarairarara,akun langsung privat?,13-Dec-23,0,Not Bully
@desihrwty,lah lah?? akun w privat apa urusannya??,10-May-22,0,Not Bully
@ocilcanss,sangat2 betullllll,6-May-22,0,Not Bully
@ayndasaja_,betul itu bro,4-May-22,0,Not Bully
@myang_aj,valid dan gue udah ngerasa ngerasain,3-May-22,0,Not Bully
@alyshir14,Truuuue,2-May-22,0,Not Bully
@yepipok,netizen benar‚,2-May-22,0,Not Bully
@awaiii_q0,yuk bisa mbak nya motivasi cowok nya biar lebih baik lagi & merhatiin kesehatannya,27-Apr-22,0,Not Bully
@bukanpecundang__,"Orang lain gampang banget dapetin jodoh nya, lah gua kudu mewek dulu harus stress dulu, tetep aja ga dapet2 ",27-Apr-22,0,Not Bully
@_deselvi,seketika aku jiwa jomblo ku bergetar dan sangat iri melihat kakanya langeng terus kak,21-Apr-22,0,Not Bully
@fitriaizzafirdausiyah,si cewe sudah wisuda ,21-Apr-22,0,Not Bully
@queenchaa05,nyimak saja ya,16-Apr-22,0,Not Bully
@hendrigunawan993,"kalau dia mandang duit mana mungkin mau di post"" adeh aneh""",14-Apr-22,1,Bully Ringan
@lypilong,"nyari yang kek elu mana sih mbak, hahaha sikapnya",9-Apr-22,0,Not Bully
@_vanillalatte025,matre hahaha,3-Apr-22,1,Bully Ringan
@yungalahfake0,iri aja lo,2-Apr-22,1,Bully Ringan
@selulerwijaya823,yang ngomong yakali ninggalin duit ada masalah apa si sok tau banget pikiran orang,1-Apr-22,1,Bully Ringan
@jocelynjoce_99,kirain mau bilang sekarang jadi suaminya,1-Apr-22,0,Not Bully
@saskiaputri281011,duit memang di depan,31-Mar-22,1,Bully Ringan
@caalickhaa,duit duit duit duit,29-Mar-22,1,Bully Ringan
@afidha171,money no 1 yekan,29-Mar-22,1,Bully Ringan
@irfandi9156,gw si kemaren di pacarin smaa cowo yang banyak duit terus sama gw si cowo di tinggalin,21-Mar-22,0,Not Bully
@reyvaaaanssspp,"ajakin olahraga, gendut banget tuh",16-Mar-22,1,Bully Ringan
@beruang.2,Nyesel buka tiktok,13-Mar-22,1,Bully Ringan
@arulostinterest,hadir support,3-Mar-22,0,Not Bully
@berinisial..ir,serah dia ngapa anj,21-Feb-22,1,Bully Ringan
@badstorye,"selera orang kan beda2, kenapa netizen pada ribet sih, ngiri banget jadi manusia.",20-Feb-22,0,Not Bully
@thescorpioya,bodo amat tidak peduli,19-Feb-22,1,Bully Ringan
@saaaaaaaaaa_25,gaboleh gitu,18-Feb-22,0,Not Bully
@fyiajala,itu mah adiknya,18-Feb-22,0,Not Bully
@haaaann07,yang komen serasa paling sempurna,16-Feb-22,1,Bully Ringan
@anakengmamakbenbapak2001,deck belajar dulu yang bener baru sayang sayangan,14-Feb-22,0,Not Bully
@rafa.e21,"lah??? sapa yang sayang""an?? jangan souzon dulu, lagian urusannya dia juga mau matre apa ngga",14-Feb-22,0,Not Bully
@butterflyyy.preety,abis duit juga ditingal nanti,13-Feb-22,1,Bully Ringan
@loker_freelanceee2024,kan ga mungkin ninggalin duit ehehe,13-Feb-22,1,Bully Ringan
@ida_ayu_kade_citra_k.d,"""yakali ninggalin duit"". Ciri ciri komen cowo insecure sm dirinya sendiri & dompetnya…",13-Feb-22,1,Bully Ringan
@tabertaaaa,yakali putus kan sayang duit‚,13-Feb-22,1,Bully Ringan
@thaikochheng,kapan gue dapet ke gitu,13-Feb-22,0,Not Bully
@youjine80,kan punya mobil,13-Feb-22,1,Bully Ringan
@18juniultah8,gw genapin komennya biar jadi 1000 haha,13-Feb-22,0,Not Bully
@ramdan_putra_bungsu,balmond,13-Feb-22,1,Bully Ringan
@wahyu_hd10,ya kali ya dapet lord‚,13-Feb-22,1,Bully Ringan
@ksbkjbskjskfkj,ya kali ninggalin orang yang bisa bikin naikin follower tiktok iya ga,12-Feb-22,1,Bully Ringan
@qzxx4,ko bisa ya,12-Feb-22,0,Not Bully
@toaktuban321,semoga segera dihalalkan,12-Feb-22,0,Not Bully
@shyll0vv,Duitku mana,12-Feb-22,1,Bully Ringan
@xyyqnz.wa21,"yang komen (ya kali ninggalin duit) gapunya hati emang,emang kalian tau apaa si",12-Feb-22,0,Not Bully
@ayra_tcuyy,em oke,12-Feb-22,0,Not Bully
@rajabcjr,kirain skrg jadi istrinya,12-Feb-22,0,Not Bully
@zhrtlns66,"""yakali putus??' kayak enteng bet ngmong putusnya ",12-Feb-22,1,Bully Ringan
@bubbieriin,Bro (punya) mobil,12-Feb-22,1,Bully Ringan
@rozyy46,Yang penting kaya,12-Feb-22,1,Bully Ringan
@iniauziah,Tidak mungkin meninggalkan uang,12-Feb-22,1,Bully Ringan
@fitrisjj4,Langgeng terus kak sampai nikah. Aamiin,12-Feb-22,0,Not Bully
@salmimaharani0,Manis,12-Feb-22,0,Not Bully
@fathurr_01,17:32 kak,12-Feb-22,0,Not Bully
@anak_timur87,7 tahun 2017-sekarang,12-Feb-22,0,Not Bully
@de_bronk22,Yang cowok mirip temanmu,11-Feb-22,0,Not Bully
@venn26_,Ingin seperti mereka,11-Feb-22,0,Not Bully
@5491t4121v5._,Komentarnya kok begini ,11-Feb-22,0,Not Bully
@adaud01,Itu saja,11-Feb-22,0,Not Bully
@ptsurya_,Keren bang,11-Feb-22,0,Not Bully
@ndrrrzzzzz,Vincent tertawa,11-Feb-22,0,Not Bully
@ininini17,Langgeng woi,11-Feb-22,0,Not Bully
@hpyhpyaja0,Sejak kapan?,11-Feb-22,0,Not Bully
@dipsky86,Bagaimana,11-Feb-22,0,Not Bully
@nama_saya543,Hama,11-Feb-22,1,Bully Ringan
@thisismesiaputri,Kasih tahu Galpin aku tag TikTok-nya ini,11-Feb-22,0,Not Bully
@ragilmonika,Aku tidak ada sebut-sebut namanya ya kamu itu,11-Feb-22,0,Not Bully
@shshshrawrrrrr,Aku tag bayar kamu dicari aku tidak ikutan,11-Feb-22,0,Not Bully
@afaakitty,Bismillah,11-Feb-22,0,Not Bully
@milk.tea.02,Bisa aja ayo,11-Feb-22,0,Not Bully
@zuroputra958,Kalau saya enak solo,11-Feb-22,0,Not Bully
@laellaaaa17,Kamu itu siapa bang,11-Feb-22,0,Not Bully
@nvtasri67,Komentarnya aneh,11-Feb-22,0,Not Bully
@babyshakaelvano0,Yang cewek keren,11-Feb-22,0,Not Bully
@septiana.nd,Tidak dibully-bully,11-Feb-22,0,Not Bully
@leokash87,Hangat bro,11-Feb-22,0,Not Bully
@algebra07,Langgeng itu,11-Feb-22,0,Not Bully
@alfaquicker,Itu apaan sih,11-Feb-22,0,Not Bully
@tupai_hutan,Sudahlah,11-Feb-22,0,Not Bully
@sabarudinpsj6,Anjir,11-Feb-22,1,Bully Ringan
@kaummuslim14,Kenapa tag-tag,11-Feb-22,0,Not Bully
@usernameia6,Iya mantap,11-Feb-22,0,Not Bully
@seraaftt,Hah bagaimana ini,11-Feb-22,0,Not Bully
@shayankkkk78,Salah server lagi,11-Feb-22,0,Not Bully
@wongurip0698,Mana namanya sama lagi,11-Feb-22,0,Not Bully
@balqis396,Tuh ditiru,11-Feb-22,0,Not Bully
@widi1410,Kayak gini ga muat,11-Feb-22,1,Bully Ringan
@crystaa28,Nah kenapa harus diet?,11-Feb-22,0,Not Bully
@siskolllnw_,Masuk juga tidak ini Mah. Hahaha,11-Feb-22,1,Bully Ringan
@abdurohman089,Kalau kenal,11-Feb-22,0,Not Bully
@zeruntingsakti,Tertawa,11-Feb-22,0,Not Bully
@diary.priscol29,Tuh bukti cewek tidak memandang apa-apa,11-Feb-22,0,Not Bully
@airaa2452,Idaman,11-Feb-22,0,Not Bully
@miiendomie,Sih sih hahaha,11-Feb-22,0,Not Bully
@richieathallah,Ingin sixpack saya bang kaya lo,11-Feb-22,1,Bully Ringan
@kadekrestu27,Segede kelingking kali ini mah,11-Feb-22,1,Bully Ringan
@windows_servispack,Nanti kamu kayak begitu,11-Feb-22,0,Not Bully
@yuyunsilalahi1291,Sok kenal sok dekat,11-Feb-22,1,Bully Ringan
@cancer.juliii,Nah yang penting royal,10-Feb-22,1,Bully Ringan
@ilaaputry02,Ini namanya Vincent,11-Feb-22,0,Not Bully
@bntngg26_,Kakaknya mirip,10-Feb-22,0,Not Bully
@alexa_fa,Bang bagaimana ini jadi tidak buat kamu pel sampai bersih Jupiter kamu ganti jadi Beat jadi tidak bang? Gue tunggu videonya ya,,1,Bully Ringan
@arinda_terkalem,Jangan-jangan orang yang sama,,0,Not Bully
@hopefullyhappy00,Pacar kamu diambil sahabat,,0,Not Bully
@nabilaabcdefg,Komentarnya tidak banget,,0,Not Bully
@amzsaiwiq,Apa cuma gue yang merasa iri,10-Feb-22,0,Not Bully
@elapardosi4,Ngomong-ngomong tidak mau ajak pacarnya buat merubah pola hidup untuk lebih sehat? Bukan apa-apa tapi kalau bisa merubah dikit kan sehat itu juga perlu,10-Feb-22,0,Not Bully
@shi_zenn,Awas saja kalau putusin Vincent jadi kena bully oleh netizen Indonesia,10-Feb-22,0,Not Bully
@elyzaa.0,Tidak cocok sumpah. Maaf ya,10-Feb-22,1,Bully Ringan
@dsa_rury,Baju cowoknya itu terus hahaha,10-Feb-22,1,Bully Ringan
@piiwwaac,Memandang harta,10-Feb-22,1,Bully Ringan
@nzkya0,Celananya panjang,10-Feb-22,0,Not Bully
@ldrduluyangy,Yang penting duit lancar saja deh,10-Feb-22,1,Bully Ringan
@vioajha6,Tidak mungkin meninggalkan mesin (ATM/uang),10-Feb-22,1,Bully Ringan
@palekpntol,Pikiran kalian sama tidak?,10-Feb-22,0,Not Bully
@palekpntol,Tutorial tidur dong. Jam 2:43 masih belum bisa tidur,10-Feb-22,0,Not Bully
@sellyputrii3_,Maaf OOT (out of topic) mampir dong,11-Feb-22,0,Not Bully
@dinixx0317,Anjir otak gue kenapa mikirnya ke situ,11-Feb-22,0,Not Bully
@boomb1iesss,Duh kayak kamu yang tahu saja kehidupan ceweknya. Hadeh,12-Feb-22,0,Not Bully
@sellyputrii3_,Kan ada yang namanya mesin cuci sama deterjen. Apa fungsinya kalau tidak buat cuci baju,13-Feb-22,0,Not Bully
@reniii_r2,Ya tidak apa-apa lah kok mengurusi hidup orang lain,12-Feb-22,0,Not Bully
@baduut_14,Ya terus,10-Feb-22,0,Not Bully
@baduut_14,Janganlah,11-Feb-22,0,Not Bully
@baduut_14,Tenang cantik juga relatif. Tidak semuanya cowok bilang cantik pada satu cewek yang sama,11-Feb-22,0,Not Bully
@leyywzxc_,Cuma mau mengingatkan kak. Pacaran sebelum menikah dalam agama Islam hukumnya haram,11-Feb-22,0,Not Bully
@pawpawsssssss_,Mantap nih,11-Feb-22,0,Not Bully
@dinixx0317,Pacaran dilarang agama kak,10-Feb-22,0,Not Bully
@jefriyanda.12,Sayang duitnya,11-Feb-22,1,Bully Ringan
@chickichacha_,Awas gepeng haha,12-Feb-22,1,Bully Ringan
@nicaaajee,Jarang buang air besar itu ya mba pacarnya,12-Feb-22,1,Bully Ringan
@whiiedealova,Orang tua si cewek punya hati besar ya tidak bro. Setelah nikah cara 'mainnya' (berhubungan seks) bagaimana anjrit,10-Feb-22,1,Bully Ringan
@chlsealaily,Terima kasih telah membaca komentarku dalam hati meskipun hatimu bukan untukku,10-Feb-22,0,Not Bully
@xycaaa438,Mungkin saja dompet dan rekeningnya tertolong,11-Feb-22,1,Bully Ringan
@muixrra,Pacaran doang. Dinikahin dong,15-Feb-22,0,Not Bully
@acaaa_115,Kalian pada kenapa sih? Giliran kayak gini saja bilang karena duit. Alah tidak seru ah,10-Feb-22,0,Not Bully
@duniabaru67,Ada duit iya lancar. Hahaha,10-Feb-22,1,Bully Ringan
@acaaa_115,Masih enjoy mengomentari VT (video TikTok) kalian biar makin ramai sampai tanggal 24 Februari besok soalnya aku ulang tahun,10-Feb-22,0,Not Bully
@duniabaru67,Masuk Pak Eko,10-Feb-22,0,Not Bully
@gajee10,@RaffiudHarry: AKU SUDAH BUAT CEK JUGA YA,10-Feb-22,0,Not Bully
@ika_nurulaini,Mm jadi menggendut ceweknya,10-Feb-22,1,Bully Ringan
@imlonely933,Boleh minta tolong ramaikan video baru aku tidak? Hehe,10-Feb-22,0,Not Bully
@michat_20,Pasangan serasi sama-sama gendut karena bahagia,10-Feb-22,0,Not Bully
@enal_352,Anti kotoran,10-Feb-22,1,Bully Ringan
@yuu_lena,Si cowok kayak sudah kurusan tidak sih?,10-Feb-22,0,Not Bully
@borrr_06,Langgeng terus ya dek semoga berjodoh,10-Feb-22,0,Not Bully
@yuu_lena,Basi kali pacaran. Nikah dong baru pacaran,10-Feb-22,1,Bully Ringan
@borrr_06,Uang merah,10-Feb-22,1,Bully Ringan
@rozik_122,Abangnya kurusan (sarkas),10-Feb-22,1,Bully Ringan
@dara_5718,Giliran dinaiki (berhubungan seks) jadi bawang geprek,10-Feb-22,1,Bully Ringan
@ukanowenn,Ya kali sudah nikah,10-Feb-22,1,Bully Ringan
@insecure_amnjing,Nunggu dapat yang lebih ganteng + mapan ya. Kalau perlu cari yang punya mobil terbang sekalian,10-Feb-22,0,Not Bully
@intan.saa,"Buat yang bilang ""tidak mungkin meninggalkan duit"" heh kalian itu tidak tahu latar belakang mbaknya ini kayak mana. Jangan sok tahu",10-Feb-22,0,Not Bully
@syantee7,Langgeng terus kalian,10-Feb-22,0,Not Bully
@gausakepokitagakenalyangy,Pertanyaan ku terjawab di foto terakhir hahaha,10-Feb-22,1,Bully Ringan
@adminer._,Oh gue tahu pikiran kalian,11-Feb-22,1,Bully Ringan
@charistasafira,Ya sudahlah biarin saja kakaknya mau bagaimana. Ribet amat netizen,1-May-22,0,Not Bully
@r4444yyy_,Langgeng kakak jangan dengerin kata orang lain,13-Feb-22,0,Not Bully
@mega.mans,Yang penting kan uang soal kepuasan kan ada cara lain,10-Feb-22,0,Not Bully
@di004p,Uhh ada lagi tidak yang seperti kakak ini,11-Feb-22,0,Not Bully
@humble17i,Kalau ninggalin rugi lah tidak dapat duit,11-Feb-22,1,Bully Ringan
@muixrra,Kak bisa yuk suruh pacar kakak diet,15-Feb-22,0,Not Bully
@bocilbangggg,Hadeh kebanyakan yang komen sok tahu semua,13-Feb-22,0,Not Bully
@vaa.refa,Kalau mau 'itu' (berhubungan seks) bagaimana ya?,10-Feb-22,1,Bully Ringan
@.maralee,Kirain bakal bilang sekarang jadi kakaknya atau adiknya atau emaknya atau saudaranya,13-Feb-22,1,Bully Ringan
@masyakarat_berkahsimbah,Cowoknya kaya soalnya,10-Feb-22,1,Bully Ringan
@lisaaaazvnnyyy,"Lagi nyari yang bilang """"dukunnya jago banget""""",10-Feb-22,1,Bully Ringan
@demmpokate,Mantap,10-Feb-22,0,Not Bully
@choxllatt,Tidak settingan kan,10-Feb-22,0,Not Bully
@llalalullaaa,Tidak mungkin meninggalkan cewek matre,10-Feb-22,1,Bully Ringan
@eurekap69,kurusan loh cowoknya (sarkas),10-Feb-22,1,Bully Ringan
@callmenajwa551,Kak Vincent kayak kurusan tidak sih,10-Feb-22,0,Not Bully
@dimsgarage69_,Langgeng terus ya kak,10-Feb-22,0,Not Bully
@kingnjayy,Salut sama kakaknya,10-Feb-22,0,Not Bully
@irashirena,Tidak mungkin meninggalkan duit,10-Feb-22,1,Bully Ringan
@dian_syah19,Yuk Cen (Vincent),10-Feb-22,0,Not Bully
@beduls0099,Kaya bang?,10-Feb-22,1,Bully Ringan
@cobatebaksiapa86,Masuk tidak ya,10-Feb-22,1,Bully Ringan
@masabahya,Minimal mandi,10-Feb-22,1,Bully Ringan
@mhhmd.gafur,Di mari (sini) banyak ya manusia-manusia pas pelajaran PPKn pada remedial. Sopan santun tidak ada,10-Feb-22,0,Not Bully
@r_dwistr78,Kirain sekarang jadi ibu tirinya,10-Feb-22,1,Bully Ringan
@sandy_datuakmarajo,Lumayan sebulan UMR Jakarta. Hahaha,10-Feb-22,1,Bully Ringan
@_elsaaaaaaa,Apaan sih mikirnya duit duit saja. Sesama cewek tidak usah keterlaluan menjatuhkan orang tahunya morotin cowoknya sendiri.,10-Feb-22,0,Not Bully
@.maralee,Tidak mungkin meninggalkan duit. Bilang saja iri dek dek. Begitu amat komentarnya,13-Feb-22,1,Bully Ringan
@flxy_yzxl_rrlia_0,Sudahlah kawan-kawan. Ngapain kita yang usil. Mereka saja bahagia,13-Feb-22,0,Not Bully
@syf.una,"Enek (muak) lihat komen orang-orang """"tidak mungkin ini tidak mungkin itu"""". Belum saja kamu ngerasain rasanya cinta sama orang dengan tulus dan dicintai dengan tulus pula.",11-Feb-22,0,Not Bully
@syf.una,Mohon maaf ya aku bisa cari duit sendiri,11-Feb-22,0,Not Bully
@uwiiiiiiiiiiii_9,Kasihan tidak pernah dapat cowok kaya,10-Feb-22,1,Bully Ringan
@qonitazahraa,Mba kamu cantik tapi sayang...,13-Feb-22,0,Not Bully
@liuren246,Minimal ada duit bang,10-Feb-22,1,Bully Ringan
@muixrra,Vincent kita beda kak. Vincent kamu setia Vincent ku buaya,15-Feb-22,0,Not Bully
@qonitazahraa,Ada duit semua aman,13-Feb-22,1,Bully Ringan
@jefriyanda.12,Kawinin dong. Masa pacaran terus,11-Feb-22,0,Not Bully
@myrwuv,Banyak omong kosong,11-Feb-22,1,Bully Fatal
@callmenajwa551,Ya kali meninggalkan duit,12-Feb-22,1,Bully Ringan
@muixrra,Ya ampun lihat komentarnya,15-Feb-22,0,Not Bully
@qonitazahraa,Mau sound-nya (lagunya) kak,13-Feb-22,0,Not Bully
@gfm4rklee002,Sayang sama duitnya?,10-Feb-22,1,Bully Ringan
@ofcczraraww_,Di jidatnya hanya orang beriman yang bisa baca,10-Feb-22,1,Bully Ringan
@kingnjayy,Gue kira sudah nikah anjir,10-Feb-22,0,Not Bully
